origin_id,origin_zone,dest_id,dest_school,count,school_lat,School_long,zone_lat,zone_long
9,Core,124,Pelkhil HSS,5,27.446639,89.658061,27.47331364770,89.63825335810
10,Debsi,124,Pelkhil HSS,6,27.446639,89.658061,27.43156669690,89.64037529940
11,Dechencholing,124,Pelkhil HSS,7,27.446639,89.658061,27.53260528070,89.64253837270
14,Gidakom,124,Pelkhil HSS,4,27.446639,89.658061,27.404767,89.569741
15,Hejo,124,Pelkhil HSS,1,27.446639,89.658061,27.50077888000,89.63369325650
16,Hongtsho,124,Pelkhil HSS,1,27.446639,89.658061,27.485941,89.724004
17,Jungshina,124,Pelkhil HSS,6,27.446639,89.658061,27.51070916330,89.63412912960
19,Kawangjangsa,124,Pelkhil HSS,4,27.446639,89.658061,27.48557209120,89.63029523980
20,Khasadrapchu,124,Pelkhil HSS,8,27.446639,89.658061,27.386985,89.584902
22,Langjophakha,124,Pelkhil HSS,4,27.446639,89.658061,27.49589747970,89.64132150520
23,Lubding,124,Pelkhil HSS,1,27.446639,89.658061,27.44974662830,89.66945403330
24,Motithang,124,Pelkhil HSS,14,27.446639,89.658061,27.47665064250,89.61971670550
25,Namseyling,124,Pelkhil HSS,8,27.446639,89.658061,27.404257,89.6064
26,Olakha,124,Pelkhil HSS,121,27.446639,89.658061,27.44697074620,89.65875248350
28,Ramtokto,124,Pelkhil HSS,1,27.446639,89.658061,27.416321,89.622819
29,RTC,124,Pelkhil HSS,1,27.446639,89.658061,27.40349847780,89.65665704520
30,Samtenling,124,Pelkhil HSS,3,27.446639,89.658061,27.50077888000,89.63369325650
31,Serbithang,124,Pelkhil HSS,2,27.446639,89.658061,27.42029515230,89.65591160680
32,Simtokha,124,Pelkhil HSS,26,27.446639,89.658061,27.43440839780,89.66787390510
33,Taba,124,Pelkhil HSS,6,27.446639,89.658061,27.51290625190,89.64517770640
34,Tshalubar,124,Pelkhil HSS,3,27.446639,89.658061,27.43770376770,89.65558664010
35,Tshalumarphey,124,Pelkhil HSS,5,27.446639,89.658061,27.43770376770,89.65558664010
36,Yangchenphug,124,Pelkhil HSS,3,27.446639,89.658061,27.46739700000,89.64673737680
37,Yoselpang,124,Pelkhil HSS,2,27.446639,89.658061,27.462597,89.705355
1,Babesa,125,Phuensum PS,9,27.460509,89.639935,27.42918166770,89.64720960230
4,Changangkha,125,Phuensum PS,2,27.460509,89.639935,27.47245399040,89.63084646850
4,Changbangdu,125,Phuensum PS,2,27.460509,89.639935,27.45139172240,89.64724428340
5,Changgidaphu,125,Phuensum PS,30,27.460509,89.639935,27.45993538960,89.63337611550
6,Changjalu,125,Phuensum PS,6,27.460509,89.639935,27.44697074620,89.65875248350
7,Changzamtog,125,Phuensum PS,48,27.460509,89.639935,27.46114897030,89.64185371500
8,Chanjiji,125,Phuensum PS,7,27.460509,89.639935,27.45550435780,89.65292201730
9,Core,125,Phuensum PS,3,27.460509,89.639935,27.47331364770,89.63825335810
10,Debsi,125,Phuensum PS,1,27.460509,89.639935,27.43156669690,89.64037529940
18,Kabisa,125,Phuensum PS,1,27.460509,89.639935,27.54906988110,89.65429961040
19,Kawangjangsa,125,Phuensum PS,1,27.460509,89.639935,27.48557209120,89.63029523980
22,Langjophakha,125,Phuensum PS,1,27.460509,89.639935,27.49589747970,89.64132150520
24,Motithang,125,Phuensum PS,2,27.460509,89.639935,27.47665064250,89.61971670550
26,Olakha,125,Phuensum PS,3,27.460509,89.639935,27.44697074620,89.65875248350
30,Samtenling,125,Phuensum PS,1,27.460509,89.639935,27.50077888000,89.63369325650
33,Taba,125,Phuensum PS,2,27.460509,89.639935,27.51290625190,89.64517770640
35,Tshalumarphey,125,Phuensum PS,1,27.460509,89.639935,27.43770376770,89.65558664010
1,Babesa,126,Rinchen HSS,33,27.457872,89.634718,27.42918166770,89.64720960230
3,Bjemina,126,Rinchen HSS,1,27.457872,89.634718,27.40296800000,89.57070400000
4,Changangkha,126,Rinchen HSS,17,27.457872,89.634718,27.47245399040,89.63084646850
4,Changbangdu,126,Rinchen HSS,8,27.457872,89.634718,27.45139172240,89.64724428340
5,Changgidaphu,126,Rinchen HSS,37,27.457872,89.634718,27.45993538960,89.63337611550
6,Changjalu,126,Rinchen HSS,7,27.457872,89.634718,27.44697074620,89.65875248350
7,Changzamtog,126,Rinchen HSS,58,27.457872,89.634718,27.46114897030,89.64185371500
8,Chanjiji,126,Rinchen HSS,17,27.457872,89.634718,27.45550435780,89.65292201730
9,Core,126,Rinchen HSS,6,27.457872,89.634718,27.47331364770,89.63825335810
10,Debsi,126,Rinchen HSS,1,27.457872,89.634718,27.43156669690,89.64037529940
11,Dechencholing,126,Rinchen HSS,11,27.457872,89.634718,27.53260528070,89.64253837270
14,Gidakom,126,Rinchen HSS,1,27.457872,89.634718,27.404767,89.569741
15,Hejo,126,Rinchen HSS,7,27.457872,89.634718,27.50077888000,89.63369325650
17,Jungshina,126,Rinchen HSS,5,27.457872,89.634718,27.51070916330,89.63412912960
18,Kabisa,126,Rinchen HSS,1,27.457872,89.634718,27.54906988110,89.65429961040
19,Kawangjangsa,126,Rinchen HSS,3,27.457872,89.634718,27.48557209120,89.63029523980
21,Kungacholing,126,Rinchen HSS,2,27.457872,89.634718,27.47665064250,89.61971670550
22,Langjophakha,126,Rinchen HSS,2,27.457872,89.634718,27.49589747970,89.64132150520
24,Motithang,126,Rinchen HSS,24,27.457872,89.634718,27.47665064250,89.61971670550
25,Namseyling,126,Rinchen HSS,1,27.457872,89.634718,27.404257,89.6064
26,Olakha,126,Rinchen HSS,20,27.457872,89.634718,27.44697074620,89.65875248350
27,Pamtsho,126,Rinchen HSS,6,27.457872,89.634718,27.51070916330,89.63412912960
30,Samtenling,126,Rinchen HSS,5,27.457872,89.634718,27.50077888000,89.63369325650
32,Simtokha,126,Rinchen HSS,4,27.457872,89.634718,27.43440839780,89.66787390510
33,Taba,126,Rinchen HSS,6,27.457872,89.634718,27.51290625190,89.64517770640
36,Yangchenphug,126,Rinchen HSS,1,27.457872,89.634718,27.46739700000,89.64673737680
38,Zilukha,126,Rinchen HSS,3,27.457872,89.634718,27.48557209120,89.63029523980
1,Babesa,127,Rinchen Kuenphen PS,44,27.475194,89.630542,27.42918166770,89.64720960230
2,Begana,127,Rinchen Kuenphen PS,2,27.475194,89.630542,27.57189085960,89.63570021250
4,Changangkha,127,Rinchen Kuenphen PS,330,27.475194,89.630542,27.47245399040,89.63084646850
4,Changbangdu,127,Rinchen Kuenphen PS,12,27.475194,89.630542,27.45139172240,89.64724428340
5,Changgidaphu,127,Rinchen Kuenphen PS,46,27.475194,89.630542,27.45993538960,89.63337611550
6,Changjalu,127,Rinchen Kuenphen PS,28,27.475194,89.630542,27.44697074620,89.65875248350
7,Changzamtog,127,Rinchen Kuenphen PS,83,27.475194,89.630542,27.46114897030,89.64185371500
8,Chanjiji,127,Rinchen Kuenphen PS,50,27.475194,89.630542,27.45550435780,89.65292201730
9,Core,127,Rinchen Kuenphen PS,84,27.475194,89.630542,27.47331364770,89.63825335810
10,Debsi,127,Rinchen Kuenphen PS,7,27.475194,89.630542,27.43156669690,89.64037529940
11,Dechencholing,127,Rinchen Kuenphen PS,12,27.475194,89.630542,27.53260528070,89.64253837270
12,Dzong,127,Rinchen Kuenphen PS,1,27.475194,89.630542,27.48830025920,89.63554472700
14,Gidakom,127,Rinchen Kuenphen PS,1,27.475194,89.630542,27.404767,89.569741
15,Hejo,127,Rinchen Kuenphen PS,29,27.475194,89.630542,27.50077888000,89.63369325650
17,Jungshina,127,Rinchen Kuenphen PS,53,27.475194,89.630542,27.51070916330,89.63412912960
18,Kabisa,127,Rinchen Kuenphen PS,13,27.475194,89.630542,27.54906988110,89.65429961040
19,Kawangjangsa,127,Rinchen Kuenphen PS,40,27.475194,89.630542,27.48557209120,89.63029523980
22,Langjophakha,127,Rinchen Kuenphen PS,31,27.475194,89.630542,27.49589747970,89.64132150520
23,Lubding,127,Rinchen Kuenphen PS,1,27.475194,89.630542,27.44974662830,89.66945403330
24,Motithang,127,Rinchen Kuenphen PS,118,27.475194,89.630542,27.47665064250,89.61971670550
26,Olakha,127,Rinchen Kuenphen PS,35,27.475194,89.630542,27.44697074620,89.65875248350
27,Pamtsho,127,Rinchen Kuenphen PS,23,27.475194,89.630542,27.51070916330,89.63412912960
28,Ramtokto,127,Rinchen Kuenphen PS,1,27.475194,89.630542,27.416321,89.622819
29,RTC,127,Rinchen Kuenphen PS,2,27.475194,89.630542,27.40349847780,89.65665704520
30,Samtenling,127,Rinchen Kuenphen PS,18,27.475194,89.630542,27.50077888000,89.63369325650
31,Serbithang,127,Rinchen Kuenphen PS,4,27.475194,89.630542,27.42029515230,89.65591160680
32,Simtokha,127,Rinchen Kuenphen PS,28,27.475194,89.630542,27.43440839780,89.66787390510
33,Taba,127,Rinchen Kuenphen PS,34,27.475194,89.630542,27.51290625190,89.64517770640
35,Tshalumarphey,127,Rinchen Kuenphen PS,8,27.475194,89.630542,27.43770376770,89.65558664010
36,Yangchenphug,127,Rinchen Kuenphen PS,26,27.475194,89.630542,27.46739700000,89.64673737680
37,Yoselpang,127,Rinchen Kuenphen PS,1,27.475194,89.630542,27.462597,89.705355
38,Zilukha,127,Rinchen Kuenphen PS,4,27.475194,89.630542,27.48557209120,89.63029523980
1,Babesa,128,Sersang PS,3,27.475204,89.620175,27.42918166770,89.64720960230
4,Changangkha,128,Sersang PS,5,27.475204,89.620175,27.47245399040,89.63084646850
4,Changbangdu,128,Sersang PS,1,27.475204,89.620175,27.45139172240,89.64724428340
5,Changgidaphu,128,Sersang PS,1,27.475204,89.620175,27.45993538960,89.63337611550
7,Changzamtog,128,Sersang PS,5,27.475204,89.620175,27.46114897030,89.64185371500
9,Core,128,Sersang PS,4,27.475204,89.620175,27.47331364770,89.63825335810
10,Debsi,128,Sersang PS,1,27.475204,89.620175,27.43156669690,89.64037529940
20,Khasadrapchu,128,Sersang PS,1,27.475204,89.620175,27.386985,89.584902
21,Kungacholing,128,Sersang PS,1,27.475204,89.620175,27.47665064250,89.61971670550
22,Langjophakha,128,Sersang PS,5,27.475204,89.620175,27.49589747970,89.64132150520
24,Motithang,128,Sersang PS,28,27.475204,89.620175,27.47665064250,89.61971670550
26,Olakha,128,Sersang PS,3,27.475204,89.620175,27.44697074620,89.65875248350
27,Pamtsho,128,Sersang PS,2,27.475204,89.620175,27.51070916330,89.63412912960
31,Serbithang,128,Sersang PS,1,27.475204,89.620175,27.42029515230,89.65591160680
32,Simtokha,128,Sersang PS,9,27.475204,89.620175,27.43440839780,89.66787390510
33,Taba,128,Sersang PS,8,27.475204,89.620175,27.51290625190,89.64517770640
35,Tshalumarphey,128,Sersang PS,2,27.475204,89.620175,27.43770376770,89.65558664010
38,Zilukha,128,Sersang PS,2,27.475204,89.620175,27.48557209120,89.63029523980
1,Babesa,129,Sunshine PS,6,27.476602,89.627194,27.42918166770,89.64720960230
4,Changangkha,129,Sunshine PS,24,27.476602,89.627194,27.47245399040,89.63084646850
4,Changbangdu,129,Sunshine PS,1,27.476602,89.627194,27.45139172240,89.64724428340
6,Changjalu,129,Sunshine PS,1,27.476602,89.627194,27.44697074620,89.65875248350
8,Chanjiji,129,Sunshine PS,1,27.476602,89.627194,27.45550435780,89.65292201730
9,Core,129,Sunshine PS,1,27.476602,89.627194,27.47331364770,89.63825335810
11,Dechencholing,129,Sunshine PS,1,27.476602,89.627194,27.53260528070,89.64253837270
17,Jungshina,129,Sunshine PS,1,27.476602,89.627194,27.51070916330,89.63412912960
22,Langjophakha,129,Sunshine PS,3,27.476602,89.627194,27.49589747970,89.64132150520
23,Lubding,129,Sunshine PS,1,27.476602,89.627194,27.44974662830,89.66945403330
24,Motithang,129,Sunshine PS,46,27.476602,89.627194,27.47665064250,89.61971670550
26,Olakha,129,Sunshine PS,1,27.476602,89.627194,27.44697074620,89.65875248350
27,Pamtsho,129,Sunshine PS,2,27.476602,89.627194,27.51070916330,89.63412912960
30,Samtenling,129,Sunshine PS,2,27.476602,89.627194,27.50077888000,89.63369325650
32,Simtokha,129,Sunshine PS,2,27.476602,89.627194,27.43440839780,89.66787390510
33,Taba,129,Sunshine PS,3,27.476602,89.627194,27.51290625190,89.64517770640
36,Yangchenphug,129,Sunshine PS,1,27.476602,89.627194,27.46739700000,89.64673737680
7,Changzamtog,130,Taba LSS,1,27.512519,89.648353,27.46114897030,89.64185371500
10,Debsi,130,Taba LSS,1,27.512519,89.648353,27.43156669690,89.64037529940
11,Dechencholing,130,Taba LSS,56,27.512519,89.648353,27.53260528070,89.64253837270
18,Kabisa,130,Taba LSS,2,27.512519,89.648353,27.54906988110,89.65429961040
19,Kawangjangsa,130,Taba LSS,1,27.512519,89.648353,27.48557209120,89.63029523980
22,Langjophakha,130,Taba LSS,1,27.512519,89.648353,27.49589747970,89.64132150520
24,Motithang,130,Taba LSS,1,27.512519,89.648353,27.47665064250,89.61971670550
27,Pamtsho,130,Taba LSS,3,27.512519,89.648353,27.51070916330,89.63412912960
33,Taba,130,Taba LSS,267,27.512519,89.648353,27.51290625190,89.64517770640
2,Begana,131,Thimphu PS,1,27.463673,89.643385,27.57189085960,89.63570021250
4,Changangkha,131,Thimphu PS,1,27.463673,89.643385,27.47245399040,89.63084646850
7,Changzamtog,131,Thimphu PS,4,27.463673,89.643385,27.46114897030,89.64185371500
9,Core,131,Thimphu PS,1,27.463673,89.643385,27.47331364770,89.63825335810
11,Dechencholing,131,Thimphu PS,1,27.463673,89.643385,27.53260528070,89.64253837270
22,Langjophakha,131,Thimphu PS,1,27.463673,89.643385,27.49589747970,89.64132150520
29,RTC,131,Thimphu PS,1,27.463673,89.643385,27.40349847780,89.65665704520
38,Zilukha,131,Thimphu PS,2,27.463673,89.643385,27.48557209120,89.63029523980
1,Babesa,132,Yangchenphu HSS,85,27.466553,89.646839,27.42918166770,89.64720960230
2,Begana,132,Yangchenphu HSS,1,27.466553,89.646839,27.57189085960,89.63570021250
3,Bjemina,132,Yangchenphu HSS,1,27.466553,89.646839,27.40296800000,89.57070400000
4,Changangkha,132,Yangchenphu HSS,25,27.466553,89.646839,27.47245399040,89.63084646850
4,Changbangdu,132,Yangchenphu HSS,44,27.466553,89.646839,27.45139172240,89.64724428340
5,Changgidaphu,132,Yangchenphu HSS,34,27.466553,89.646839,27.45993538960,89.63337611550
6,Changjalu,132,Yangchenphu HSS,44,27.466553,89.646839,27.44697074620,89.65875248350
7,Changzamtog,132,Yangchenphu HSS,181,27.466553,89.646839,27.46114897030,89.64185371500
8,Chanjiji,132,Yangchenphu HSS,133,27.466553,89.646839,27.45550435780,89.65292201730
9,Core,132,Yangchenphu HSS,46,27.466553,89.646839,27.47331364770,89.63825335810
10,Debsi,132,Yangchenphu HSS,7,27.466553,89.646839,27.43156669690,89.64037529940
11,Dechencholing,132,Yangchenphu HSS,27,27.466553,89.646839,27.53260528070,89.64253837270
13,Gangchey,132,Yangchenphu HSS,1,27.466553,89.646839,27.41778503180,89.64188265870
14,Gidakom,132,Yangchenphu HSS,8,27.466553,89.646839,27.404767,89.569741
15,Hejo,132,Yangchenphu HSS,10,27.466553,89.646839,27.50077888000,89.63369325650
17,Jungshina,132,Yangchenphu HSS,14,27.466553,89.646839,27.51070916330,89.63412912960
18,Kabisa,132,Yangchenphu HSS,8,27.466553,89.646839,27.54906988110,89.65429961040
19,Kawangjangsa,132,Yangchenphu HSS,9,27.466553,89.646839,27.48557209120,89.63029523980
20,Khasadrapchu,132,Yangchenphu HSS,10,27.466553,89.646839,27.386985,89.584902
22,Langjophakha,132,Yangchenphu HSS,29,27.466553,89.646839,27.49589747970,89.64132150520
23,Lubding,132,Yangchenphu HSS,6,27.466553,89.646839,27.44974662830,89.66945403330
24,Motithang,132,Yangchenphu HSS,14,27.466553,89.646839,27.47665064250,89.61971670550
25,Namseyling,132,Yangchenphu HSS,6,27.466553,89.646839,27.404257,89.6064
26,Olakha,132,Yangchenphu HSS,91,27.466553,89.646839,27.44697074620,89.65875248350
27,Pamtsho,132,Yangchenphu HSS,2,27.466553,89.646839,27.51070916330,89.63412912960
28,Ramtokto,132,Yangchenphu HSS,6,27.466553,89.646839,27.416321,89.622819
29,RTC,132,Yangchenphu HSS,7,27.466553,89.646839,27.40349847780,89.65665704520
30,Samtenling,132,Yangchenphu HSS,14,27.466553,89.646839,27.50077888000,89.63369325650
31,Serbithang,132,Yangchenphu HSS,7,27.466553,89.646839,27.42029515230,89.65591160680
32,Simtokha,132,Yangchenphu HSS,29,27.466553,89.646839,27.43440839780,89.66787390510
33,Taba,132,Yangchenphu HSS,20,27.466553,89.646839,27.51290625190,89.64517770640
35,Tshalumarphey,132,Yangchenphu HSS,7,27.466553,89.646839,27.43770376770,89.65558664010
36,Yangchenphug,132,Yangchenphu HSS,42,27.466553,89.646839,27.46739700000,89.64673737680
37,Yoselpang,132,Yangchenphu HSS,4,27.466553,89.646839,27.462597,89.705355
38,Zilukha,132,Yangchenphu HSS,9,27.466553,89.646839,27.48557209120,89.63029523980
1,Babesa,133,Zilnoen Namgyelling LSS,25,27.462297,89.641859,27.42918166770,89.64720960230
2,Begana,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.57189085960,89.63570021250
3,Bjemina,133,Zilnoen Namgyelling LSS,2,27.462297,89.641859,27.40296800000,89.57070400000
4,Changangkha,133,Zilnoen Namgyelling LSS,12,27.462297,89.641859,27.47245399040,89.63084646850
4,Changbangdu,133,Zilnoen Namgyelling LSS,12,27.462297,89.641859,27.45139172240,89.64724428340
5,Changgidaphu,133,Zilnoen Namgyelling LSS,90,27.462297,89.641859,27.45993538960,89.63337611550
6,Changjalu,133,Zilnoen Namgyelling LSS,11,27.462297,89.641859,27.44697074620,89.65875248350
7,Changzamtog,133,Zilnoen Namgyelling LSS,446,27.462297,89.641859,27.46114897030,89.64185371500
8,Chanjiji,133,Zilnoen Namgyelling LSS,20,27.462297,89.641859,27.45550435780,89.65292201730
9,Core,133,Zilnoen Namgyelling LSS,67,27.462297,89.641859,27.47331364770,89.63825335810
11,Dechencholing,133,Zilnoen Namgyelling LSS,4,27.462297,89.641859,27.53260528070,89.64253837270
12,Dzong,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.48830025920,89.63554472700
15,Hejo,133,Zilnoen Namgyelling LSS,2,27.462297,89.641859,27.50077888000,89.63369325650
17,Jungshina,133,Zilnoen Namgyelling LSS,8,27.462297,89.641859,27.51070916330,89.63412912960
18,Kabisa,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.54906988110,89.65429961040
19,Kawangjangsa,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.48557209120,89.63029523980
22,Langjophakha,133,Zilnoen Namgyelling LSS,11,27.462297,89.641859,27.49589747970,89.64132150520
24,Motithang,133,Zilnoen Namgyelling LSS,4,27.462297,89.641859,27.47665064250,89.61971670550
25,Namseyling,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.404257,89.6064
26,Olakha,133,Zilnoen Namgyelling LSS,13,27.462297,89.641859,27.44697074620,89.65875248350
27,Pamtsho,133,Zilnoen Namgyelling LSS,4,27.462297,89.641859,27.51070916330,89.63412912960
28,Ramtokto,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.416321,89.622819
29,RTC,133,Zilnoen Namgyelling LSS,2,27.462297,89.641859,27.40349847780,89.65665704520
30,Samtenling,133,Zilnoen Namgyelling LSS,32,27.462297,89.641859,27.50077888000,89.63369325650
32,Simtokha,133,Zilnoen Namgyelling LSS,15,27.462297,89.641859,27.43440839780,89.66787390510
33,Taba,133,Zilnoen Namgyelling LSS,3,27.462297,89.641859,27.51290625190,89.64517770640
35,Tshalumarphey,133,Zilnoen Namgyelling LSS,1,27.462297,89.641859,27.43770376770,89.65558664010
36,Yangchenphug,133,Zilnoen Namgyelling LSS,19,27.462297,89.641859,27.46739700000,89.64673737680
38,Zilukha,133,Zilnoen Namgyelling LSS,4,27.462297,89.641859,27.48557209120,89.63029523980
1,Babesa,134,Zilukha MSS,17,27.48831,89.63018,27.42918166770,89.64720960230
2,Begana,134,Zilukha MSS,19,27.48831,89.63018,27.57189085960,89.63570021250
4,Changangkha,134,Zilukha MSS,22,27.48831,89.63018,27.47245399040,89.63084646850
4,Changbangdu,134,Zilukha MSS,3,27.48831,89.63018,27.45139172240,89.64724428340
5,Changgidaphu,134,Zilukha MSS,3,27.48831,89.63018,27.45993538960,89.63337611550
6,Changjalu,134,Zilukha MSS,8,27.48831,89.63018,27.44697074620,89.65875248350
7,Changzamtog,134,Zilukha MSS,7,27.48831,89.63018,27.46114897030,89.64185371500
8,Chanjiji,134,Zilukha MSS,14,27.48831,89.63018,27.45550435780,89.65292201730
9,Core,134,Zilukha MSS,21,27.48831,89.63018,27.47331364770,89.63825335810
11,Dechencholing,134,Zilukha MSS,22,27.48831,89.63018,27.53260528070,89.64253837270
12,Dzong,134,Zilukha MSS,3,27.48831,89.63018,27.48830025920,89.63554472700
15,Hejo,134,Zilukha MSS,224,27.48831,89.63018,27.50077888000,89.63369325650
17,Jungshina,134,Zilukha MSS,193,27.48831,89.63018,27.51070916330,89.63412912960
18,Kabisa,134,Zilukha MSS,4,27.48831,89.63018,27.54906988110,89.65429961040
19,Kawangjangsa,134,Zilukha MSS,27,27.48831,89.63018,27.48557209120,89.63029523980
20,Khasadrapchu,134,Zilukha MSS,2,27.48831,89.63018,27.386985,89.584902
22,Langjophakha,134,Zilukha MSS,107,27.48831,89.63018,27.49589747970,89.64132150520
24,Motithang,134,Zilukha MSS,34,27.48831,89.63018,27.47665064250,89.61971670550
26,Olakha,134,Zilukha MSS,10,27.48831,89.63018,27.44697074620,89.65875248350
27,Pamtsho,134,Zilukha MSS,89,27.48831,89.63018,27.51070916330,89.63412912960
28,Ramtokto,134,Zilukha MSS,3,27.48831,89.63018,27.416321,89.622819
30,Samtenling,134,Zilukha MSS,113,27.48831,89.63018,27.50077888000,89.63369325650
31,Serbithang,134,Zilukha MSS,2,27.48831,89.63018,27.42029515230,89.65591160680
32,Simtokha,134,Zilukha MSS,8,27.48831,89.63018,27.43440839780,89.66787390510
33,Taba,134,Zilukha MSS,24,27.48831,89.63018,27.51290625190,89.64517770640
35,Tshalumarphey,134,Zilukha MSS,1,27.48831,89.63018,27.43770376770,89.65558664010
36,Yangchenphug,134,Zilukha MSS,8,27.48831,89.63018,27.46739700000,89.64673737680
38,Zilukha,134,Zilukha MSS,306,27.48831,89.63018,27.48557209120,89.63029523980
